date,title,summary,url,outline,questions
2025-01-07,1、爱奇艺起诉MiniMax:AI模型涉嫌侵犯版权，要求赔偿10万元,爱奇艺起诉AI初创企业MiniMax，指控其AI模型训练中侵犯版权，索赔10万元。此案可能促使AI行业加强版权保护意识，推动技术中立原则的讨论，并对AI模型训练和内容生成产生深远影响。,https://www.aibase.com/zh/news/14494,,
2025-01-07,2、Yukai推出陪伴型机器人“Mirumi”:毛茸茸的带给你婴儿般的情感体验,Yukai Engineering发布陪伴型机器人“Mirumi”，通过模仿婴儿情感互动，为用户带来愉悦体验。该产品影响行业拓展新型人机互动，预示未来机器人将更注重情感交流与互动性。,https://www.aibase.com/zh/news/14492,,
2025-01-07,3、Nvidia RTX 5080 显卡泄露，或将在 2025 年 CES 上揭晓,Nvidia即将推出RTX 5080显卡，或于2025年CES上揭晓。这款显卡将采用Blackwell架构，配备16GB GDDR7显存，可能支持PCIe5.0接口，预计性能强于RTX4090。此举将推动显卡行业技术创新，提升4K游戏和AI运算能力。,https://www.aibase.com/zh/news/14491,,
2025-01-07,4、Meta 发布新型记忆层技术：突破参数限制，大幅提升 AI 事实准确性,Meta公司发布新型记忆层技术，突破参数限制，大幅提升AI事实准确性。该技术通过稀疏激活的记忆层补充计算密集的前馈层，实现高效的信息存储和检索。未来，记忆层技术有望在各种AI应用中得到广泛应用，推动AI发展。,https://www.aibase.com/zh/news/14489,,
2025-01-07,5、OpenAI 开始将目标转向“超级智能”,OpenAI将目标转向“超级智能”，计划构建超越人类能力的人工智能系统，预计将大幅提升科学发现和创新速度，促进社会繁荣。此举对AI行业影响深远，未来发展趋势可能包括更广泛的AI应用和更高技术要求。,https://www.aibase.com/zh/news/14488,,
2025-01-07,6、首例由o1 pro指导的诉讼案开庭 原告九成资产被骗，利用AI反击,首例由AI系统o1 pro指导的诉讼案开庭，原告利用AI反击诈骗，展示了AI在法律领域的应用潜力。此案凸显了AI的平民化效应，为法律困境中的人们带来新希望。未来，AI在法律领域的应用将更加广泛，推动法律科技发展。,https://www.aibase.com/zh/news/14487,,
2025-01-07,7、​NVIDIA联合高校发布 “FlashInfer”：提升大语言模型推理效率的全新内核库,NVIDIA与高校联合发布“FlashInfer”，一款针对大语言模型推理效率的内核库。该库支持多种注意力机制，优化GPU资源利用，减少推理延迟，大幅提升性能。开源特性鼓励研究者合作，推动AI基础设施创新。,https://www.aibase.com/zh/news/14486,,
2025-01-07,8、哈佛大学华人研究员Jeffrey Wang加盟OpenAI 专注模型预训练和推理工作,哈佛大学华人研究员Jeffrey Wang加入OpenAI，专注于模型预训练和推理工作。此事件标志着OpenAI对顶尖人才的吸引力，推动AI研究发展。未来，模型预训练和推理技术有望在AI领域发挥更重要作用。,https://www.aibase.com/zh/news/14484,,
2025-01-07,9、马斯克宣布 Grok 3 即将上线，实力提升十倍！,马斯克宣布Grok 3即将上线，计算能力提升十倍，引发行业关注。Grok 3的推出将为企业带来新的机遇和挑战，有望推动AI技术发展。未来，Grok 3或与OpenAI等产品竞争，引领AI技术新趋势。,https://www.aibase.com/zh/news/14481,,
2025-01-07,10、昆仑万维天工大模型4.0 o1版和4o版正式上线 天工APP和网页免费使用,昆仑万维推出天工大模型4.0 o1版和4o版，免费开放给用户。o1版具备中文逻辑推理能力，4o版为多模态模型，提供实时语音对话助手。此举推动昆仑万维在AI领域的技术进步，并为AI大模型、AI搜索等多元业务发展奠定基础。未来，AI技术将更广泛地应用于各行业。,https://www.aibase.com/zh/news/14480,,
2025-01-08,1、阿里云通义灵码AI程序员上线 10分钟完成网页开发及美化,阿里云推出通义灵码AI程序员，10分钟内可完成网页开发及美化。该工具支持多种开发工具和语言，大幅提升开发效率。对行业影响显著，未来AI编程工具将更加普及，编程门槛降低。,https://www.aibase.com/zh/news/14563,,
2025-01-08,2、一男子用ChatGPT策划特朗普酒店外爆炸案 OpenAI回应了,处理出错: ,https://www.aibase.com/zh/news/14561,,
2025-01-08,3、​闪极推出新海外品牌 loomos，AI 眼镜搭载 GPT-4o 正式亮相,闪极推出新海外品牌loomos，推出搭载GPT-4o的AI眼镜。该眼镜具备影像拍摄、语音助手等功能，支持全球众筹，计划在北美和欧洲等地区设立分公司。此举推动AI眼镜行业的发展，预示未来将迎来更多智能化、便捷化产品。,https://www.aibase.com/zh/news/14559,,
2025-01-08,4、报道称比亚迪加速AI超算与大模型研发，零一万物前首席技术专家加盟,比亚迪加速AI超算与大模型研发，零一万物前首席技术专家聂鹏程加盟比亚迪先进技术研发中心，负责AI超算相关工作和AI应用开发。比亚迪计划投入1000亿元发展智能化技术，推动整车智能化升级。比亚迪先进技术研发中心将涉及多种热门大模型，助力技术快速落地。此举对汽车与人工智能结合领域产生深远影响，预示着未来比亚迪在智能化技术领域的进一步突破。,https://www.aibase.com/zh/news/14558,,
2025-01-08,5、HeyGen推全新数字人技术 集成Sora，演技超越真人,HeyGen推出全新数字人技术，集成Sora模型，演技超越真人。这一技术革新视频内容创作，降低成本，缩短制作周期，影响广告营销、虚拟现实、游戏等行业。未来，人工智能将主导更多精彩作品。,https://www.aibase.com/zh/news/14557,,
2025-01-08,6、OpenAI CEO回应其妹妹性侵指控，称其 “完全不实”,OpenAI CEO山姆·阿尔特曼否认其妹妹安妮的性侵指控，称其“完全不实”。此事件引发公众关注，对AI行业声誉可能产生负面影响。未来，AI行业需关注高管个人行为与公司形象的关系。,https://www.aibase.com/zh/news/14555,,
2025-01-08,7、科大讯飞将于1月15日推出全新深度推理模型 X1，增强智慧办公能力,科大讯飞将于1月15日推出全新深度推理模型X1，旨在增强智慧办公能力。该模型预计将提升智能办公产品的深度推理能力，提高工作效率和便捷性。对行业影响是推动智慧办公全面升级，满足企业智能化需求。未来趋势是X1模型将在教育、医疗、金融等多个领域展现价值。,https://www.aibase.com/zh/news/14554,,
2025-01-08,8、​阅文旗下 “AI男友平台”筑梦岛获千万美元融资，开启独立运营,阅文集团旗下AI男友平台“筑梦岛”获得千万美元融资，开启独立运营。该平台为女性用户提供沉浸式陪伴体验，已吸引近五百万注册用户。此次融资和独立运营将推动虚拟互动娱乐行业发展，未来有望进一步拓展AI在娱乐领域的应用。,https://www.aibase.com/zh/news/14551,,
2025-01-08,9、小鹏推出“陆地航空母舰”飞行汽车，计划2026年量产,小鹏旗下航空航天公司Xpeng Aero HT推出模块化飞行汽车“陆地航空母舰”，预计2026年量产。该产品融合电动货车和eVTOL功能，吸引3000份意向订单，目标客户包括个人和紧急搜救人员。未来将发展高速、远程倾转旋翼飞行器，创建城市空中交通网络。,https://www.aibase.com/zh/news/14550,,
2025-01-08,10、阿里通义与雷鸟合作推出 AI 眼镜，推动大模型应用落地,阿里通义与雷鸟合作推出AI眼镜，推动大模型应用落地。此产品标志着国内首次大模型与AI眼镜硬件的定制合作，预计将加速AI眼镜应用落地。AI眼镜市场前景广阔，未来将更加关注AR和VR等头戴设备的创新。,https://www.aibase.com/zh/news/14548,,
